chunk;assetRecord;slot;idHex;textEN;oldTextFR;newTextFR;englishChars;oldChars;newChars;status
0;65;6;1b202f251241ed24;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
0;158;92;dc6330830969af42;Would you like me to cheer you up?;Tu veux que je te remonte le moral;Je te remonte le moral ?;34;34;24;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;53;31;7acaef5acae7d782;We're not at war are we?;On est pas en guerre, si;On n'est pas en guerre ?;24;24;24;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;53;43;7296ee0fcfb78184;We're not at war are we?;On est pas en guerre, si;On n'est pas en guerre ?;24;24;24;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;53;177;14374dd46811e2a2;We're not at war are we?;On est pas en guerre, si;On n'est pas en guerre ?;24;24;24;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;169;44;0d5714384fa5eeb2;So we're just supposed to sit here and do nothing?;Donc on est juste censés rester là sans rien faire;On est censés rester là sans rien faire ?;50;50;41;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;169;276;0d54163d4fa5eeb2;Lets keep it moving, shall we?;Continuons d'avancer, d'accord;On continue d'avancer ?;30;30;23;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;173;11;71cbd8a2a3dd10a3;Where do we start?;Par où on commence;Par où commencer ?;18;18;18;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;12;6faba0fdfaf7858a;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;46;3ba3f7fdfeaad78c;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;48;69a2a0fca9a8808d;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;51;3faff6f8ffff828d;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;53;3eaea1ffaffdd08d;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;67;3dabfcf8feff828f;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;82;3fa8a6f7adfcd5d6;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;84;6eabf1f6feadddd6;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;86;3fa3f4fefafdddd6;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;88;3dfca3fca4a886d7;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;93;3daba6aaafff87d7;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;107;3bf8f4f8ffaddcd8;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;123;38a9f2aaf9fa80da;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;129;39a2a0fefaf8d2da;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;144;69fbf4f7abfedcdb;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;160;39f9a0f7fafddcdc;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;167;68f8f6a8fff9d0dd;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;169;3baef0ada5fed1dd;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;171;68abf0fbadffd3dd;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;178;3bf9a7fcaaac82de;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
16;190;209;7fae0ba880b6474b;I KNOW you're not still throwing things, right Jack?;Dis-moi que tu lances pas encore des objets, Jack.;Dis-moi que tu lances pas encore des objets, Jack ?;52;50;51;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
21;77;39;f1fd350942e31916;I said, do you have him?;J'ai demandé vous l'avez;J'ai dit : vous l'avez ?;24;24;24;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
21;150;253;b4a2cd75f6d0d9cc;...but at least it survived long enough to be rescued. Better than most can say...;...mais il a survécu assez pour être sauvé. C’est déjà mieux que beaucoup...;...mais il a survécu assez pour être sauvé. C'est déjà mieux que beaucoup...;82;76;76;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
21;150;260;b3a5c570f48189cd;"I'd say it got off lucky... I mean, an ""evil meat-prison"" isn't great by any measure...";Il s’en est bien tiré... même si une « prison de viande maléfique » reste affreuse...;Il s'en est bien tiré... même si une « prison de viande maléfique » reste affreuse...;87;85;85;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
21;152;7;a94f6f409663bca8;Apollo, is this one of your AI cores?;Apollo, c'est l'un de tes coeurs d'IA;Apollo, c'est un coeur IA ?;37;37;27;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
21;152;41;a54967479d30eaa9;Apollo, is this one of your AI cores?;Apollo, c'est l'un de tes coeurs d'IA;Apollo, c'est un coeur IA ?;37;37;27;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
21;152;66;fd196046c567e9ab;Is this an AI core?;C'est un coeur d'IA;C'est un coeur IA ?;19;19;19;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
21;152;118;fe4c6242916ee9ae;Apollo, is this one of your AI cores?;Apollo, c'est l'un de tes coeurs d'IA;Apollo, c'est un coeur IA ?;37;37;27;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
21;152;129;aa1934439035baaf;Is this an AI core?;C'est un coeur d'IA;C'est un coeur IA ?;19;19;19;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
21;152;132;fd496345c167bbaf;Is this an AI core?;C'est un coeur d'IA;C'est un coeur IA ?;19;19;19;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
21;152;362;ad1d37149166e6fe;Juno, do you know anyone with an affinity for whales?;Juno, tu connais quelqu'un qui aime très les baleines;Juno, tu connais quelqu'un qui aime les baleines ?;53;53;50;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
25;83;22;8b3c1af58b11cbd5;Is there breathable air on board?;Il y a de l'air respirable à bord;L'air est respirable à bord ?;33;33;29;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
26;147;16;0578c4a446a6c3db;He's still here?;Il est encore là;Encore là ?;16;16;11;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
26;147;24;0f78c4a446a6c3db;Juno, do you read?;Juno, tu me reçois;Juno, tu reçois ?;18;18;17;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
31;196;23;d4d8de95a36d96bc;Is this crane mobile?;Cette grue est mobile;Cette grue bouge ?;21;21;18;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
38;30;8;5afd4c56289ef1ea;I just hope he's still online...;Pourvu qu’il soit en ligne...;Pourvu qu'il soit en ligne...;32;29;29;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
38;30;208;849a3280368dcf1e;Best visit the bridge before getting started, Jack.;Passez d’abord par la passerelle, Jack.;Passez d'abord par la passerelle, Jack.;51;39;39;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
38;72;77;9e5db05d8d87f33c;What is it, Juno?;Qu'y a-t-il, Juno;Quoi, Juno ?;17;17;12;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
38;72;90;c90ce20d8bdbaa3e;What is it, Juno?;Qu'y a-t-il, Juno;Quoi, Juno ?;17;17;12;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
38;72;136;9c58b10dd885a862;What is it, Juno?;Qu'y a-t-il, Juno;Quoi, Juno ?;17;17;12;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
38;204;72;5e869863eb759ff3;Would you like Jack to hold your hand as well?;Voulez-vous que Jack vous tienne aussi la main;Vous voulez que Jack vous tienne la main ?;46;46;42;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
38;204;248;ebf5b9b2afa42a0c;Would you like Jack to hold your hand as well?;Voulez-vous que Jack vous tienne aussi la main;Vous voulez que Jack vous tienne la main ?;46;46;42;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;35;35;ffb6a5f89829678b;Like the stasis projectors that we used to levitate the tram back in the HAB.;Comme les projecteurs de stase qui faisaient léviter le tram dans l’Habitat.;Comme les projecteurs de stase qui faisaient léviter le tram dans l'Habitat.;77;76;76;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;35;62;fee5a5ac9f2b368f;Are you seriously going to integrate with this rogue A.I.?;Vous allez sérieusement vous intégrer à cette IA détraquée;Vous allez vraiment vous intégrer à cette IA détraquée ?;58;58;56;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;35;65;aae0a4fb9978628f;Yes. Surveillance footage. Audio logs. Every interaction the ship has had with the Bio Mass could be stored here -- which is why so much is riding on this.;Oui. Images de surveillance. Journaux audio. Chaque interaction du vaisseau avec la biomasse pourrait être enregistrée ici — c'est pour cela que tant de choses dépendent de ceci.;Oui. Images de surveillance. Journaux audio. Chaque interaction du vaisseau avec la biomasse pourrait être enregistrée ici - c'est pour cela que tant de choses dépendent de ceci.;155;178;178;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;35;193;452479efa3ac93cd;Are you seriously going to integrate with this rogue A.I.?;Vous allez sérieusement vous intégrer à cette IA détraquée;Vous allez vraiment vous intégrer à cette IA détraquée ?;58;58;56;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;35;202;462579efa3ac93cd;But we worked together -- as a team -- and ensured its survival.;Mais nous avons travaillé ensemble — en équipe — et assuré sa survie.;Mais nous avons travaillé ensemble - en équipe - et assuré sa survie.;64;69;69;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;35;430;45247cefa3ac93cd;Protecting the Astraea -- whatever its state -- has always been my primary directive, Jack.;Protéger l'Astraea — quel que soit son état — a toujours été ma directive principale, Jack.;Protéger l'Astraea - quel que soit son état - a toujours été ma directive principale, Jack.;91;91;91;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;35;560;4f2e7defa3ac93cd;To access the fuel cells, two controls -- each separated by a distance -- will need to be activated at once.;Pour accéder aux piles à combustible, deux commandes — éloignées l'une de l'autre — devront être activées en même temps.;Pour accéder aux piles à combustible, deux commandes - éloignées l'une de l'autre - devront être activées en même temps.;108;120;120;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;35;742;4f277fefa3ac93cd;The good news is that we're making some progress toward setting things right again -- the best we can, anyhow.;La bonne nouvelle, c'est que nous progressons pour remettre les choses en ordre — du mieux que nous pouvons, en tout cas.;La bonne nouvelle, c'est que nous progressons pour remettre les choses en ordre - du mieux que nous pouvons, en tout cas.;110;121;121;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;35;793;fdb7f0fcca2936d9;No pressure, Jack. Just gotta get Apollo back online -- in a friendly mood, preferably, of course.;Pas de pression, Jack. Il suffit de remettre Apollo en ligne — de préférence de bonne humeur, évidemment.;Pas de pression, Jack. Il suffit de remettre Apollo en ligne - de préférence de bonne humeur, évidemment.;98;105;105;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;35;796;fae2f7fccf7e61d9;F.Y.I. -- Incoming.;Pour info — ça arrive.;Pour info - ça arrive.;19;22;22;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;35;825;f9e7a3fcc92d6bdb;Oh dear -- incoming.;Oh là là — ça arrive;Oh là là - ça arrive;20;20;20;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;48;324;72c0823e5b944936;Juno, do you know where I might find the code?;Juno, savez-vous où je peux trouver le code;Juno, savez-vous où trouver le code ?;46;43;37;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;145;217;c2c3b850a58ccbdd;A painful reminder that Mother Nature is always running the show -- not us.;Un rappel douloureux que Dame Nature reste toujours aux commandes — pas nous.;Un rappel douloureux que Dame Nature reste toujours aux commandes - pas nous.;75;77;77;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;145;544;c7c3be51a58ccbdd;That room the facility's seismic monitoring center -- responsible for tracking any changes in the asteroid's structure.;Cette pièce est le centre de surveillance sismique de l'installation — chargé de suivre les changements dans la structure de l'astéroide.;Cette pièce est le centre de surveillance sismique de l'installation - chargé de suivre les changements dans la structure de l'astéroide.;119;137;137;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;145;718;d2edc42b08b4cb20;Correct. Unfortunately, any contained Bio Mass samples in there won't be reachable -- if they're even still contained, that is.;Exact. Hélas les échantillons de biomasse confinés qui s'y trouvent seront inaccessibles — s'ils sont encore confinés, bien sûr;Exact. Hélas les échantillons de biomasse confinés qui s'y trouvent seront inaccessibles - s'ils sont encore confinés, bien sûr;127;127;127;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;145;747;d7eeca2159bfce21;It leads to the main storage area. Any Bio Mass samples in there won't be reachable -- if they're even still contained, that is.;Ça mène au stockage principal. Toute biomasse qui s'y trouve sera inaccessible — si elle est encore confinée.;Ça mène au stockage principal. Toute biomasse qui s'y trouve sera inaccessible - si elle est encore confinée.;128;109;109;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;145;774;d4efc52b59b69a23;Some gave their lives to protect the station -- to contain the outbreak at any cost...;Certains ont donné leur vie pour protéger la station — pour contenir l'épidémie à tout prix...;Certains ont donné leur vie pour protéger la station - pour contenir l'épidémie à tout prix...;86;94;94;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;145;776;d8efc8780ae49b23;If the infection is limited to the extremities -- and has not yet penetrated the epidermis -- amputation has a roughly 40% success rate.;Si l'infection est limitée aux extrémités — et n'a pas encore pénétré l'épiderme — l'amputation a un taux de réussite d'environ 40 %.;Si l'infection est limitée aux extrémités - et n'a pas encore pénétré l'épiderme - l'amputation a un taux de réussite d'environ 40 %.;136;133;133;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;145;812;d1ed9b7a0ee29925;This log shows the examination room had its fair share of visitors -- even kids, apparently.;Ce journal montre que la salle d'examen recevait beaucoup de visiteurs — même des enfants, apparemment.;Ce journal montre que la salle d'examen recevait beaucoup de visiteurs - même des enfants, apparemment.;92;103;103;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;145;849;86edc8210be3cb26;I'm sure the patients knew they were in good hands -- Harlan being so passionate about his work and all.;Je suis sûre que les patients savaient qu'ils étaient entre de bonnes mains — Harlan étant tellement passionné par son travail.;Je suis sûre que les patients savaient qu'ils étaient entre de bonnes mains - Harlan étant tellement passionné par son travail.;104;127;127;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;145;940;83e9cf2b0fe7cb70;It leads to the main storage area. Any contained Bio Mass samples in there won't be reachable -- if they're even still contained, that is.;Ça mène à la zone de stockage principale. Les échantillons de biomasse confinés qui s'y trouvent seront inaccessibles — s'ils sont encore confinés, bien sûr.;Ça mène à la zone de stockage principale. Les échantillons de biomasse confinés qui s'y trouvent seront inaccessibles - s'ils sont encore confinés, bien sûr.;138;157;157;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;145;970;85ef9b2b03b19873;In emergencies, the integrated cutter equipped by several models of X-3 shell -- including Jack's -- can...;En urgence, le découpeur intégré de plusieurs châssis X-3 — dont celui de Jack — peut...;En urgence, le découpeur intégré de plusieurs châssis X-3 - dont celui de Jack - peut...;107;88;88;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;145;1053;d8bdcc7a0bb09b77;Hm. The system is no longer reachable over the network -- cut off by the Bio Mass, no doubt.;Hum. Le système n'est plus accessible par le réseau — sans doute coupé par la biomasse.;Hum. Le système n'est plus accessible par le réseau - sans doute coupé par la biomasse.;92;87;87;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;145;1066;d7ec9b7808e3cb77;I wonder if he got out -- before the outbreak, I mean.;Je me demande s'il a réussi à partir — avant l'épidémie, je veux dire.;Je me demande s'il a réussi à partir - avant l'épidémie, je veux dire.;54;70;70;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;181;29;2885918308de1786;I'm sorry, Captain. But I cannot allow you to proceed. The risk is far too great.;Désolée, Capitaine. Je ne peux pas vous laisser continuer. C’est trop risqué.;Désolée, Capitaine. Je ne peux pas vous laisser continuer. C'est trop risqué.;81;77;77;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;181;77;4bc5313700032c90;You're saying he'd be able to reboot again?;Vous dites qu'il pourrait redémarrer encore;Vous dites qu'il pourrait redémarrer ?;43;43;38;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;181;104;48cc333700032c90;I've made a modification...;J’ai fait une modification;J'ai fait une modification;27;26;26;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
45;181;118;4ecd333700032c90;I'm sorry, Captain. But I cannot allow you to proceed. The risk is far too great.;Désolée, Capitaine. Je ne peux pas vous laisser continuer. C’est trop risqué.;Désolée, Capitaine. Je ne peux pas vous laisser continuer. C'est trop risqué.;81;77;77;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
51;111;234;3a64cd50feaf7024;What is it, Juno?;Qu'y a-t-il, Juno;Quoi, Juno ?;17;17;12;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
51;111;298;3f66ce50feaf7024;Jack, would you mind terribly?;Jack, ça t'ennuierait vraiment;Jack, ça t'ennuierait ?;30;30;23;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
51;187;14;340a690c787c61e9;I think it's just us, Jack.;Je crois qu’on est seuls.;Je crois qu'on est seuls.;27;25;25;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
51;187;62;0330df77781b77f9;I think it's just us, Jack.;Je crois qu’on est seuls.;Je crois qu'on est seuls.;27;25;25;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
53;132;263;a60e249f23e0d9ff;And without the cure, humanity, what's left of it, is doomed.;Et sans le remède, l'humanité — ce qu'il en reste — est condamnée.;Et sans le remède, l'humanité - ce qu'il en reste - est condamnée.;61;66;66;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
53;132;541;e491763f5dbabf30;Without the cure, humanity, what's left of it, is doomed.;Sans le remède, l'humanité — ce qu'il en reste — est condamnée.;Sans le remède, l'humanité - ce qu'il en reste - est condamnée.;57;63;63;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
53;132;558;b8c6203e5ae9ee30;Just... make sure you come back safely, all right?;Assure-toi juste de revenir sain et sauf, d'accord;Reviens sain et sauf, d'accord ?;50;50;32;CUMULATIVE_UNICODE_QUESTION_QA_V0.8.58.4.8
